#nucleus-nld-mass-strength-omp for 168Ho-1-1-1-1
      E       f(M1)        f(E1)        T(M1)        T(E1)
1.05000E+01 1.77334E-08 6.89561E-07 1.28985E-04 5.77757E-03
1.10000E+01 1.42156E-08 1.15361E-06 1.18884E-04 1.00137E-02
1.15000E+01 1.15633E-08 1.72520E-06 1.10499E-04 1.58082E-02
1.20000E+01 9.53564E-09 2.08430E-06 1.03532E-04 2.09228E-02
1.25000E+01 7.96229E-09 1.94725E-06 9.77121E-05 2.31508E-02
1.30000E+01 6.72373E-09 1.83362E-06 9.28155E-05 2.53882E-02
1.35000E+01 5.73538E-09 1.94985E-06 8.86632E-05 2.97256E-02
1.40000E+01 4.93671E-09 2.09817E-06 8.51141E-05 3.48278E-02
1.45000E+01 4.28386E-09 2.14067E-06 8.20576E-05 3.89389E-02
1.50000E+01 3.74457E-09 2.03572E-06 7.94064E-05 4.10015E-02
1.55000E+01 3.29481E-09 1.83102E-06 7.70913E-05 4.10860E-02
1.60000E+01 2.91643E-09 1.60464E-06 7.50571E-05 4.01005E-02
1.65000E+01 2.59557E-09 1.40341E-06 7.32595E-05 3.88302E-02
1.70000E+01 2.32148E-09 1.23514E-06 7.16625E-05 3.76760E-02
1.75000E+01 2.08579E-09 1.09896E-06 7.02368E-05 3.67593E-02
1.80000E+01 1.88187E-09 9.88805E-07 6.89583E-05 3.61080E-02
1.85000E+01 1.70443E-09 8.98598E-07 6.78068E-05 3.56840E-02
1.90000E+01 1.54922E-09 8.23657E-07 6.67658E-05 3.55099E-02
1.95000E+01 1.41280E-09 7.61987E-07 6.58212E-05 3.55598E-02
2.00000E+01 1.29236E-09 6.96674E-07 6.49612E-05 3.51079E-02
2.10000E+01 1.09053E-09 5.94150E-07 6.34564E-05 3.46824E-02
2.20000E+01 9.29506E-10 5.18949E-07 6.21870E-05 3.48222E-02
2.30000E+01 7.99314E-10 4.62309E-07 6.11056E-05 3.54319E-02
2.40000E+01 6.92802E-10 4.18507E-07 6.01760E-05 3.64137E-02
2.50000E+01 6.04743E-10 3.83725E-07 5.93705E-05 3.76972E-02
2.60000E+01 5.31249E-10 3.55449E-07 5.86676E-05 3.92534E-02
2.70000E+01 4.69389E-10 3.31857E-07 5.80502E-05 4.10414E-02
2.80000E+01 4.16918E-10 3.11994E-07 5.75048E-05 4.30329E-02
2.90000E+01 3.72098E-10 2.94820E-07 5.70205E-05 4.51784E-02
3.00000E+01 3.33567E-10 2.79901E-07 5.65883E-05 4.74841E-02
3.10000E+01 3.00246E-10 2.66396E-07 5.62008E-05 4.98647E-02
3.20000E+01 2.71275E-10 2.53543E-07 5.58520E-05 5.22013E-02
3.30000E+01 2.45958E-10 2.41310E-07 5.55369E-05 5.44875E-02
#nucleus-nld-mass-strength-omp for 168Ho-5-1-7-2
      E       f(M1)        f(E1)        T(M1)        T(E1)
1.00000E-03 0.00000E+00 6.64334E-11 0.00000E+00 1.85142E-18
2.00000E-03 5.31138E-12 1.32840E-10 2.66979E-19 2.96218E-17
5.00000E-03 1.32784E-11 3.31893E-10 1.04289E-17 1.15698E-15
1.00000E-02 2.65570E-11 6.63100E-10 1.66862E-16 1.85083E-14
2.00000E-02 5.31144E-11 1.32346E-09 2.66982E-15 2.96030E-13
5.00000E-02 1.32795E-10 3.28817E-09 1.04297E-13 1.15514E-11
1.00000E-01 2.65651E-10 6.50838E-09 1.66913E-12 1.84497E-10
2.00000E-01 5.31796E-10 4.56717E-09 2.67310E-11 1.17734E-09
3.00000E-01 7.98931E-10 3.70858E-09 1.35535E-10 3.33985E-09
4.00000E-01 1.06756E-09 3.21718E-09 4.29290E-10 6.97609E-09
5.00000E-01 1.33818E-09 2.90771E-09 1.05100E-09 1.24429E-08
6.00000E-01 1.61131E-09 2.70544E-09 2.18682E-09 2.01475E-08
7.00000E-01 1.88748E-09 2.57266E-09 4.06777E-09 3.05048E-08
8.00000E-01 2.16722E-09 2.48701E-09 6.97194E-09 4.40349E-08
9.00000E-01 2.45109E-09 2.43452E-09 1.12271E-08 6.12280E-08
1.00000E+00 2.73965E-09 2.40637E-09 1.72137E-08 8.26575E-08
1.10000E+00 3.03350E-09 2.39408E-09 2.53689E-08 1.08999E-07
1.20000E+00 3.33324E-09 2.39245E-09 3.61901E-08 1.40906E-07
1.30000E+00 3.63951E-09 2.40122E-09 5.02403E-08 1.79188E-07
1.40000E+00 3.95297E-09 2.41429E-09 6.81535E-08 2.24664E-07
1.50000E+00 4.27433E-09 2.44986E-09 9.06405E-08 2.78346E-07
1.60000E+00 4.60431E-09 2.49715E-09 1.18496E-07 3.41268E-07
1.70000E+00 4.94368E-09 2.55538E-09 1.52608E-07 4.14316E-07
1.80000E+00 5.29324E-09 2.62495E-09 1.93963E-07 4.99340E-07
1.90000E+00 5.65386E-09 2.71551E-09 2.43661E-07 5.97255E-07
2.00000E+00 6.02643E-09 2.80607E-09 3.02922E-07 7.09562E-07
2.20000E+00 6.81134E-09 2.99490E-09 4.55702E-07 9.84139E-07
2.40000E+00 7.65636E-09 3.20921E-09 6.65023E-07 1.33724E-06
2.60000E+00 8.57103E-09 3.45732E-09 9.46527E-07 1.78691E-06
2.80000E+00 9.56617E-09 3.73628E-09 1.31945E-06 2.35584E-06
3.00000E+00 1.06541E-08 4.05150E-09 1.80743E-06 3.07207E-06
3.20000E+00 1.18490E-08 4.41084E-09 2.43956E-06 3.97180E-06
3.40000E+00 1.31669E-08 4.82735E-09 3.25162E-06 5.09975E-06
3.60000E+00 1.46262E-08 5.32101E-09 4.28763E-06 6.52088E-06
3.80000E+00 1.62476E-08 5.92159E-09 5.60169E-06 8.31870E-06
4.00000E+00 1.80545E-08 6.95756E-09 7.26014E-06 1.04483E-05
4.50000E+00 2.35588E-08 1.68890E-08 1.34887E-05 2.09564E-05
5.00000E+00 3.08340E-08 2.76124E-08 2.42170E-05 4.21071E-05
5.50000E+00 4.02181E-08 5.30948E-08 4.20426E-05 8.46859E-05
6.00000E+00 5.13947E-08 8.52887E-08 6.97513E-05 1.60940E-04
6.50000E+00 6.23457E-08 1.33749E-07 1.07579E-04 3.10041E-04
7.00000E+00 6.88895E-08 3.64210E-07 1.48466E-04 6.97843E-04
7.50000E+00 6.73801E-08 2.26645E-07 1.78606E-04 7.69002E-04
8.00000E+00 5.88086E-08 2.37140E-07 1.89187E-04 1.00157E-03
8.50000E+00 4.75761E-08 4.52509E-07 1.83580E-04 1.77241E-03
9.00000E+00 3.71523E-08 5.96145E-07 1.70174E-04 2.47108E-03
9.50000E+00 2.87851E-08 4.25620E-07 1.55067E-04 2.70106E-03
1.00000E+01 2.24494E-08 4.64218E-07 1.41054E-04 3.59056E-03
1.05000E+01 1.77334E-08 6.89561E-07 1.28985E-04 5.77757E-03
1.10000E+01 1.42156E-08 1.15361E-06 1.18884E-04 1.00137E-02
1.15000E+01 1.15633E-08 1.72520E-06 1.10499E-04 1.58082E-02
1.20000E+01 9.53564E-09 2.08430E-06 1.03532E-04 2.09228E-02
1.25000E+01 7.96229E-09 1.94725E-06 9.77121E-05 2.31508E-02
1.30000E+01 6.72373E-09 1.83362E-06 9.28155E-05 2.53882E-02
1.35000E+01 5.73538E-09 1.94985E-06 8.86632E-05 2.97256E-02
1.40000E+01 4.93671E-09 2.09817E-06 8.51141E-05 3.48278E-02
1.45000E+01 4.28386E-09 2.14067E-06 8.20576E-05 3.89389E-02
1.50000E+01 3.74457E-09 2.03572E-06 7.94064E-05 4.10015E-02
1.55000E+01 3.29481E-09 1.83102E-06 7.70913E-05 4.10860E-02
1.60000E+01 2.91643E-09 1.60464E-06 7.50571E-05 4.01005E-02
1.65000E+01 2.59557E-09 1.40341E-06 7.32595E-05 3.88302E-02
1.70000E+01 2.32148E-09 1.23514E-06 7.16625E-05 3.76760E-02
1.75000E+01 2.08579E-09 1.09896E-06 7.02368E-05 3.67593E-02
1.80000E+01 1.88187E-09 9.88805E-07 6.89583E-05 3.61080E-02
1.85000E+01 1.70443E-09 8.98598E-07 6.78068E-05 3.56840E-02
1.90000E+01 1.54922E-09 8.23657E-07 6.67658E-05 3.55099E-02
1.95000E+01 1.41280E-09 7.61987E-07 6.58212E-05 3.55598E-02
2.00000E+01 1.29236E-09 6.96674E-07 6.49612E-05 3.51079E-02
2.10000E+01 1.09053E-09 5.94150E-07 6.34564E-05 3.46824E-02
2.20000E+01 9.29506E-10 5.18949E-07 6.21870E-05 3.48222E-02
2.30000E+01 7.99314E-10 4.62309E-07 6.11056E-05 3.54319E-02
2.40000E+01 6.92802E-10 4.18507E-07 6.01760E-05 3.64137E-02
2.50000E+01 6.04743E-10 3.83725E-07 5.93705E-05 3.76972E-02
2.60000E+01 5.31249E-10 3.55449E-07 5.86676E-05 3.92534E-02
2.70000E+01 4.69389E-10 3.31857E-07 5.80502E-05 4.10414E-02
2.80000E+01 4.16918E-10 3.11994E-07 5.75048E-05 4.30329E-02
2.90000E+01 3.72098E-10 2.94820E-07 5.70205E-05 4.51784E-02
3.00000E+01 3.33567E-10 2.79901E-07 5.65883E-05 4.74841E-02
3.10000E+01 3.00246E-10 2.66396E-07 5.62008E-05 4.98647E-02
3.20000E+01 2.71275E-10 2.53543E-07 5.58520E-05 5.22013E-02
3.30000E+01 2.45958E-10 2.41310E-07 5.55369E-05 5.44875E-02
#nucleus-nld-mass-strength-omp for 168Ho-5-1-8-1
      E       f(M1)        f(E1)        T(M1)        T(E1)
1.00000E-03 0.00000E+00 1.10763E-12 0.00000E+00 6.95945E-21
2.00000E-03 2.82835E-12 2.21526E-12 1.42168E-19 1.11351E-19
5.00000E-03 7.07087E-12 5.53815E-12 5.55345E-18 4.34965E-18
1.00000E-02 1.41418E-11 1.10763E-11 8.88553E-17 6.95945E-17
2.00000E-02 2.82838E-11 2.21526E-11 1.42170E-15 1.11351E-15
5.00000E-02 7.07141E-11 5.53815E-11 5.55387E-14 4.34965E-14
1.00000E-01 1.41461E-10 1.10763E-10 8.88826E-13 6.95945E-13
2.00000E-01 2.83185E-10 2.84845E-10 1.42344E-11 1.43179E-11
3.00000E-01 4.25437E-10 5.22330E-10 7.21736E-11 8.86112E-11
4.00000E-01 5.68482E-10 8.32246E-10 2.28600E-10 3.34666E-10
5.00000E-01 7.12590E-10 1.21085E-09 5.59667E-10 9.51000E-10
6.00000E-01 8.58035E-10 1.64974E-09 1.16450E-09 2.23897E-09
7.00000E-01 1.00510E-09 2.13807E-09 2.16612E-09 4.60783E-09
8.00000E-01 1.15406E-09 2.66631E-09 3.71261E-09 8.57748E-09
9.00000E-01 1.30522E-09 3.22316E-09 5.97850E-09 1.47635E-08
1.00000E+00 1.45888E-09 3.80169E-09 9.16644E-09 2.38867E-08
1.10000E+00 1.61536E-09 4.39498E-09 1.35091E-08 3.67549E-08
1.20000E+00 1.77497E-09 5.00301E-09 1.92715E-08 5.43194E-08
1.30000E+00 1.93806E-09 5.62578E-09 2.67533E-08 7.76592E-08
1.40000E+00 2.10499E-09 6.26764E-09 3.62922E-08 1.08061E-07
1.50000E+00 2.27611E-09 6.93378E-09 4.82667E-08 1.47036E-07
1.60000E+00 2.45183E-09 7.63028E-09 6.31001E-08 1.96372E-07
1.70000E+00 2.63254E-09 8.36321E-09 8.12648E-08 2.58166E-07
1.80000E+00 2.81869E-09 9.14210E-09 1.03287E-07 3.34999E-07
1.90000E+00 3.01072E-09 9.96611E-09 1.29751E-07 4.29503E-07
2.00000E+00 3.20912E-09 1.08335E-08 1.61308E-07 5.44550E-07
2.20000E+00 3.62709E-09 1.27504E-08 2.42664E-07 8.53044E-07
2.40000E+00 4.07707E-09 1.48841E-08 3.54129E-07 1.29282E-06
2.60000E+00 4.56413E-09 1.72347E-08 5.04033E-07 1.90328E-06
2.80000E+00 5.09405E-09 1.97761E-08 7.02615E-07 2.72769E-06
3.00000E+00 5.67340E-09 2.24996E-08 9.62469E-07 3.81698E-06
3.20000E+00 6.30967E-09 2.54140E-08 1.29908E-06 5.23243E-06
3.40000E+00 7.01147E-09 2.85539E-08 1.73151E-06 7.05152E-06
3.60000E+00 7.78853E-09 3.19453E-08 2.28320E-06 9.36473E-06
3.80000E+00 8.65194E-09 3.56143E-08 2.98294E-06 1.22788E-05
4.00000E+00 9.61415E-09 3.95956E-08 3.86608E-06 1.59223E-05
4.50000E+00 1.25452E-08 5.12790E-08 7.18285E-06 2.93601E-05
5.00000E+00 1.64193E-08 6.66142E-08 1.28957E-05 5.23187E-05
5.50000E+00 2.14164E-08 8.72577E-08 2.23880E-05 9.12161E-05
6.00000E+00 2.73680E-08 1.14493E-07 3.71431E-05 1.55387E-04
6.50000E+00 3.31995E-08 1.49535E-07 5.72864E-05 2.58026E-04
7.00000E+00 3.66841E-08 1.93944E-07 7.90592E-05 4.17976E-04
7.50000E+00 3.58804E-08 2.48242E-07 9.51088E-05 6.58020E-04
8.00000E+00 3.13160E-08 3.12775E-07 1.00743E-04 1.00619E-03
8.50000E+00 2.53346E-08 3.88583E-07 9.77577E-05 1.49941E-03
9.00000E+00 1.97839E-08 4.79657E-07 9.06189E-05 2.19704E-03
9.50000E+00 1.53283E-08 5.98747E-07 8.25741E-05 3.22548E-03
1.00000E+01 1.19545E-08 7.76299E-07 7.51121E-05 4.87763E-03
1.05000E+01 9.44316E-09 1.05473E-06 6.86855E-05 7.67162E-03
1.10000E+01 7.56988E-09 1.45632E-06 6.33063E-05 1.21791E-02
1.15000E+01 6.15756E-09 1.88567E-06 5.88413E-05 1.80193E-02
1.20000E+01 5.07780E-09 2.08256E-06 5.51314E-05 2.26111E-02
1.25000E+01 4.23998E-09 1.97501E-06 5.20324E-05 2.42370E-02
1.30000E+01 3.58044E-09 1.81107E-06 4.94249E-05 2.50003E-02
1.35000E+01 3.05413E-09 1.73648E-06 4.72138E-05 2.68442E-02
1.40000E+01 2.62883E-09 1.74515E-06 4.53239E-05 3.00883E-02
1.45000E+01 2.28118E-09 1.78679E-06 4.36963E-05 3.42260E-02
1.50000E+01 1.99401E-09 1.81281E-06 4.22845E-05 3.84420E-02
1.55000E+01 1.75451E-09 1.77551E-06 4.10517E-05 4.15430E-02
1.60000E+01 1.55302E-09 1.64107E-06 3.99684E-05 4.22345E-02
1.65000E+01 1.38216E-09 1.43290E-06 3.90112E-05 4.04434E-02
1.70000E+01 1.23621E-09 1.20738E-06 3.81608E-05 3.72710E-02
1.75000E+01 1.11070E-09 1.00442E-06 3.74016E-05 3.38227E-02
1.80000E+01 1.00211E-09 8.35280E-07 3.67208E-05 3.06076E-02
1.85000E+01 9.07619E-10 7.00143E-07 3.61076E-05 2.78536E-02
1.90000E+01 8.24971E-10 5.93109E-07 3.55533E-05 2.55609E-02
1.95000E+01 7.52328E-10 5.08280E-07 3.50502E-05 2.36803E-02
2.00000E+01 6.88192E-10 4.40625E-07 3.45923E-05 2.21482E-02
2.10000E+01 5.80715E-10 3.42872E-07 3.37910E-05 1.99513E-02
2.20000E+01 4.94968E-10 2.77993E-07 3.31150E-05 1.85987E-02
2.30000E+01 4.25641E-10 2.30287E-07 3.25392E-05 1.76049E-02
2.40000E+01 3.68922E-10 1.92470E-07 3.20441E-05 1.67177E-02
2.50000E+01 3.22030E-10 1.63153E-07 3.16152E-05 1.60175E-02
2.60000E+01 2.82894E-10 1.40688E-07 3.12409E-05 1.55366E-02
2.70000E+01 2.49953E-10 1.22993E-07 3.09121E-05 1.52108E-02
2.80000E+01 2.22012E-10 1.08769E-07 3.06217E-05 1.50023E-02
2.90000E+01 1.98145E-10 9.77529E-08 3.03638E-05 1.49797E-02
3.00000E+01 1.77627E-10 8.89056E-08 3.01336E-05 1.50825E-02
3.10000E+01 1.59883E-10 8.06794E-08 2.99273E-05 1.51018E-02
3.20000E+01 1.44456E-10 7.32144E-08 2.97416E-05 1.50739E-02
3.30000E+01 1.30974E-10 6.64400E-08 2.95738E-05 1.50021E-02
#nucleus-nld-mass-strength-omp for 168Ho-5-1-8-2
      E       f(M1)        f(E1)        T(M1)        T(E1)
1.00000E-03 0.00000E+00 1.10763E-12 0.00000E+00 6.95945E-21
2.00000E-03 2.82835E-12 2.21526E-12 1.42168E-19 1.11351E-19
5.00000E-03 7.07087E-12 5.53815E-12 5.55345E-18 4.34965E-18
1.00000E-02 1.41418E-11 1.10763E-11 8.88553E-17 6.95945E-17
2.00000E-02 2.82838E-11 2.21526E-11 1.42170E-15 1.11351E-15
5.00000E-02 7.07141E-11 5.53815E-11 5.55387E-14 4.34965E-14
1.00000E-01 1.41461E-10 1.10763E-10 8.88826E-13 6.95945E-13
2.00000E-01 2.83185E-10 2.84845E-10 1.42344E-11 1.43179E-11
3.00000E-01 4.25437E-10 5.22330E-10 7.21736E-11 8.86112E-11
4.00000E-01 5.68482E-10 8.32246E-10 2.28600E-10 3.34666E-10
5.00000E-01 7.12590E-10 1.21085E-09 5.59667E-10 9.51000E-10
6.00000E-01 8.58035E-10 1.64974E-09 1.16450E-09 2.23897E-09
7.00000E-01 1.00510E-09 2.13807E-09 2.16612E-09 4.60783E-09
8.00000E-01 1.15406E-09 2.66631E-09 3.71261E-09 8.57748E-09
9.00000E-01 1.30522E-09 3.22316E-09 5.97850E-09 1.47635E-08
1.00000E+00 1.45888E-09 3.80169E-09 9.16644E-09 2.38867E-08
1.10000E+00 1.61536E-09 4.39498E-09 1.35091E-08 3.67549E-08
1.20000E+00 1.77497E-09 5.00301E-09 1.92715E-08 5.43194E-08
1.30000E+00 1.93806E-09 5.62578E-09 2.67533E-08 7.76592E-08
1.40000E+00 2.10499E-09 6.26764E-09 3.62922E-08 1.08061E-07
1.50000E+00 2.27611E-09 6.93378E-09 4.82667E-08 1.47036E-07
1.60000E+00 2.45183E-09 7.63028E-09 6.31001E-08 1.96372E-07
1.70000E+00 2.63254E-09 8.36321E-09 8.12648E-08 2.58166E-07
1.80000E+00 2.81869E-09 9.14210E-09 1.03287E-07 3.34999E-07
1.90000E+00 3.01072E-09 9.96611E-09 1.29751E-07 4.29503E-07
2.00000E+00 3.20912E-09 1.08335E-08 1.61308E-07 5.44550E-07
2.20000E+00 3.62709E-09 1.27504E-08 2.42664E-07 8.53044E-07
2.40000E+00 4.07707E-09 1.48841E-08 3.54129E-07 1.29282E-06
2.60000E+00 4.56413E-09 1.72347E-08 5.04033E-07 1.90328E-06
2.80000E+00 5.09405E-09 1.97761E-08 7.02615E-07 2.72769E-06
3.00000E+00 5.67340E-09 2.24996E-08 9.62469E-07 3.81698E-06
3.20000E+00 6.30967E-09 2.54140E-08 1.29908E-06 5.23243E-06
3.40000E+00 7.01147E-09 2.85539E-08 1.73151E-06 7.05152E-06
3.60000E+00 7.78853E-09 3.19453E-08 2.28320E-06 9.36473E-06
3.80000E+00 8.65194E-09 3.56143E-08 2.98294E-06 1.22788E-05
4.00000E+00 9.61415E-09 3.95956E-08 3.86608E-06 1.59223E-05
4.50000E+00 1.25452E-08 5.12790E-08 7.18285E-06 2.93601E-05
5.00000E+00 1.64193E-08 6.66142E-08 1.28957E-05 5.23187E-05
5.50000E+00 2.14164E-08 8.72577E-08 2.23880E-05 9.12161E-05
6.00000E+00 2.73680E-08 1.14493E-07 3.71431E-05 1.55387E-04
6.50000E+00 3.31995E-08 1.49535E-07 5.72864E-05 2.58026E-04
7.00000E+00 3.66841E-08 1.93944E-07 7.90592E-05 4.17976E-04
7.50000E+00 3.58804E-08 2.48242E-07 9.51088E-05 6.58020E-04
8.00000E+00 3.13160E-08 3.12775E-07 1.00743E-04 1.00619E-03
8.50000E+00 2.53346E-08 3.88583E-07 9.77577E-05 1.49941E-03
9.00000E+00 1.97839E-08 4.79657E-07 9.06189E-05 2.19704E-03
9.50000E+00 1.53283E-08 5.98747E-07 8.25741E-05 3.22548E-03
1.00000E+01 1.19545E-08 7.76299E-07 7.51121E-05 4.87763E-03
1.05000E+01 9.44316E-09 1.05473E-06 6.86855E-05 7.67162E-03
1.10000E+01 7.56988E-09 1.45632E-06 6.33063E-05 1.21791E-02
1.15000E+01 6.15756E-09 1.88567E-06 5.88413E-05 1.80193E-02
1.20000E+01 5.07780E-09 2.08256E-06 5.51314E-05 2.26111E-02
1.25000E+01 4.23998E-09 1.97501E-06 5.20324E-05 2.42370E-02
1.30000E+01 3.58044E-09 1.81107E-06 4.94249E-05 2.50003E-02
1.35000E+01 3.05413E-09 1.73648E-06 4.72138E-05 2.68442E-02
1.40000E+01 2.62883E-09 1.74515E-06 4.53239E-05 3.00883E-02
1.45000E+01 2.28118E-09 1.78679E-06 4.36963E-05 3.42260E-02
1.50000E+01 1.99401E-09 1.81281E-06 4.22845E-05 3.84420E-02
1.55000E+01 1.75451E-09 1.77551E-06 4.10517E-05 4.15430E-02
1.60000E+01 1.55302E-09 1.64107E-06 3.99684E-05 4.22345E-02
1.65000E+01 1.38216E-09 1.43290E-06 3.90112E-05 4.04434E-02
1.70000E+01 1.23621E-09 1.20738E-06 3.81608E-05 3.72710E-02
1.75000E+01 1.11070E-09 1.00442E-06 3.74016E-05 3.38227E-02
1.80000E+01 1.00211E-09 8.35280E-07 3.67208E-05 3.06076E-02
1.85000E+01 9.07619E-10 7.00143E-07 3.61076E-05 2.78536E-02
1.90000E+01 8.24971E-10 5.93109E-07 3.55533E-05 2.55609E-02
1.95000E+01 7.52328E-10 5.08280E-07 3.50502E-05 2.36803E-02
2.00000E+01 6.88192E-10 4.40625E-07 3.45923E-05 2.21482E-02
2.10000E+01 5.80715E-10 3.42872E-07 3.37910E-05 1.99513E-02
2.20000E+01 4.94968E-10 2.77993E-07 3.31150E-05 1.85987E-02
2.30000E+01 4.25641E-10 2.30287E-07 3.25392E-05 1.76049E-02
2.40000E+01 3.68922E-10 1.92470E-07 3.20441E-05 1.67177E-02
2.50000E+01 3.22030E-10 1.63153E-07 3.16152E-05 1.60175E-02
2.60000E+01 2.82894E-10 1.40688E-07 3.12409E-05 1.55366E-02
2.70000E+01 2.49953E-10 1.22993E-07 3.09121E-05 1.52108E-02
2.80000E+01 2.22012E-10 1.08769E-07 3.06217E-05 1.50023E-02
2.90000E+01 1.98145E-10 9.77529E-08 3.03638E-05 1.49797E-02
3.00000E+01 1.77627E-10 8.89056E-08 3.01336E-05 1.50825E-02
3.10000E+01 1.59883E-10 8.06794E-08 2.99273E-05 1.51018E-02
3.20000E+01 1.44456E-10 7.32144E-08 2.97416E-05 1.50739E-02
3.30000E+01 1.30974E-10 6.64400E-08 2.95738E-05 1.50021E-02
#nucleus-nld-mass-strength-omp for 168Ho-5-2-1-1
      E       f(M1)        f(E1)        T(M1)        T(E1)
1.00000E-03 0.00000E+00 7.94008E-09 0.00000E+00 2.20424E-16
2.00000E-03 6.46226E-13 7.93951E-09 3.24829E-20 1.76350E-15
5.00000E-03 1.61557E-12 7.93779E-09 1.26886E-18 2.75597E-14
1.00000E-02 3.23114E-12 7.93493E-09 2.03018E-17 2.20544E-13
2.00000E-02 6.46234E-12 7.92919E-09 3.24833E-16 1.76541E-12
5.00000E-02 1.61569E-11 7.91180E-09 1.26896E-14 2.76343E-11
1.00000E-01 3.23213E-11 7.88234E-09 2.03081E-13 2.21734E-10
2.00000E-01 6.47027E-11 7.82184E-09 3.25231E-12 1.78435E-09
3.00000E-01 9.72046E-11 7.75964E-09 1.64904E-11 6.05730E-09
4.00000E-01 1.29888E-10 7.69625E-09 5.22310E-11 1.44410E-08
5.00000E-01 1.62814E-10 7.63215E-09 1.27874E-10 2.83671E-08
6.00000E-01 1.96046E-10 7.56784E-09 2.66067E-10 4.92991E-08
7.00000E-01 2.29647E-10 7.50381E-09 4.94919E-10 7.87335E-08
8.00000E-01 2.63682E-10 7.44057E-09 8.48264E-10 1.18202E-07
9.00000E-01 2.98220E-10 7.37862E-09 1.36598E-09 1.69272E-07
1.00000E+00 3.33329E-10 7.31846E-09 2.09437E-09 2.33553E-07
1.10000E+00 3.69080E-10 7.26061E-09 3.08659E-09 3.12696E-07
1.20000E+00 4.05549E-10 7.20558E-09 4.40319E-09 4.08398E-07
1.30000E+00 4.42813E-10 7.15390E-09 6.11266E-09 5.22409E-07
1.40000E+00 4.80952E-10 7.10611E-09 8.29212E-09 6.56534E-07
1.50000E+00 5.20051E-10 7.06275E-09 1.10281E-08 8.12642E-07
1.60000E+00 5.60199E-10 7.02437E-09 1.44172E-08 9.92669E-07
1.70000E+00 6.01489E-10 6.99154E-09 1.85675E-08 1.19863E-06
1.80000E+00 6.44020E-10 6.96485E-09 2.35992E-08 1.43261E-06
1.90000E+00 6.87896E-10 6.94488E-09 2.96458E-08 1.69679E-06
2.00000E+00 7.33226E-10 6.93224E-09 3.68560E-08 1.99348E-06
2.20000E+00 8.28724E-10 6.93149E-09 5.54444E-08 2.69405E-06
2.40000E+00 9.31537E-10 6.96785E-09 8.09122E-08 3.55504E-06
2.60000E+00 1.04282E-09 7.04689E-09 1.15162E-07 4.59953E-06
2.80000E+00 1.16390E-09 7.17458E-09 1.60535E-07 5.85345E-06
3.00000E+00 1.29627E-09 7.35735E-09 2.19907E-07 7.34613E-06
3.20000E+00 1.44165E-09 7.60214E-09 2.96817E-07 9.11094E-06
3.40000E+00 1.60199E-09 7.91648E-09 3.95620E-07 1.11861E-05
3.60000E+00 1.77954E-09 8.30857E-09 5.21669E-07 1.36155E-05
3.80000E+00 1.97681E-09 8.78736E-09 6.81548E-07 1.64499E-05
4.00000E+00 2.19666E-09 9.36270E-09 8.83330E-07 1.97479E-05
4.50000E+00 2.86636E-09 1.12971E-08 1.64115E-06 3.04953E-05
5.00000E+00 3.75152E-09 1.41083E-08 2.94644E-06 4.60043E-05
5.50000E+00 4.89327E-09 1.80603E-08 5.11526E-06 6.83466E-05
6.00000E+00 6.25311E-09 2.38784E-08 8.48652E-06 1.00590E-04
6.50000E+00 7.58549E-09 3.26753E-08 1.30889E-05 1.47303E-04
7.00000E+00 8.38167E-09 4.43128E-08 1.80636E-05 2.15332E-04
7.50000E+00 8.19802E-09 5.97566E-08 2.17307E-05 3.15015E-04
8.00000E+00 7.15515E-09 8.03712E-08 2.30180E-05 4.62105E-04
8.50000E+00 5.78850E-09 1.08119E-07 2.23359E-05 6.80867E-04
9.00000E+00 4.52026E-09 1.45876E-07 2.07048E-05 1.00912E-03
9.50000E+00 3.50223E-09 1.97928E-07 1.88667E-05 1.50651E-03
1.00000E+01 2.73138E-09 2.70775E-07 1.71618E-05 2.26820E-03
1.05000E+01 2.15759E-09 3.74373E-07 1.56934E-05 3.44676E-03
1.10000E+01 1.72958E-09 5.23929E-07 1.44644E-05 5.28518E-03
1.15000E+01 1.40689E-09 7.41865E-07 1.34442E-05 8.15658E-03
1.20000E+01 1.16019E-09 1.05742E-06 1.25965E-05 1.25759E-02
1.25000E+01 9.68759E-10 1.49484E-06 1.18885E-05 1.90578E-02
1.30000E+01 8.18066E-10 2.03038E-06 1.12927E-05 2.75656E-02
1.35000E+01 6.97814E-10 2.52019E-06 1.07875E-05 3.65699E-02
1.40000E+01 6.00641E-10 2.72819E-06 1.03557E-05 4.31002E-02
1.45000E+01 5.21210E-10 2.56570E-06 9.98381E-06 4.51492E-02
1.50000E+01 4.55595E-10 2.18849E-06 9.66124E-06 4.34302E-02
1.55000E+01 4.00874E-10 1.78410E-06 9.37957E-06 3.99283E-02
1.60000E+01 3.54838E-10 1.44007E-06 9.13207E-06 3.61283E-02
1.65000E+01 3.15798E-10 1.17129E-06 8.91336E-06 3.27020E-02
1.70000E+01 2.82451E-10 9.66542E-07 8.71906E-06 2.98337E-02
1.75000E+01 2.53775E-10 8.10521E-07 8.54560E-06 2.75044E-02
1.80000E+01 2.28964E-10 6.90307E-07 8.39004E-06 2.56334E-02
1.85000E+01 2.07375E-10 5.96282E-07 8.24994E-06 2.41339E-02
1.90000E+01 1.88491E-10 5.21561E-07 8.12328E-06 2.29303E-02
